Year,Series,Series Label,Economy,Economy Label,US dollars at current prices in millions,US dollars at current prices in millions Footnote,US dollars at current prices per capita,US dollars at current prices per capita Footnote,US dollars at constant prices (2015) in millions,US dollars at constant prices (2015) in millions Footnote,US dollars at constant prices (2015) per capita,US dollars at constant prices (2015) per capita Footnote
"1985,5100,""Total gross domestic product"",2627,""High-income economies (World Bank)"",10238195.49,,10429.917,,23280172.656,,23716.119,"
"1985,5100,""Total gross domestic product"",2628,""High-income OECD members (World Bank)"",9840079.326,,10903.837,,22436243.795,,24861.705,"
"1985,5100,""Total gross domestic product"",2629,""High-income non OECD members (World Bank)"",398116.164,,5028.226,,843928.861,,10658.862,"
"1985,5100,""Total gross domestic product"",266,""Gabon"",4639.098,,5608.824,,8119.563,,9816.823,"
"1985,5100,""Total gross domestic product"",270,""Gambia"",1087.448,,1438.821,,584.921,,773.919,"
"1985,5100,""Total gross domestic product"",2710,""BASIC"",786988.72,,388.08,,2064446.318,,1018.021,"
"1985,5100,""Total gross domestic product"",2711,""BRICS"",1701106.367,,738.238,,3358317.604,,1457.427,"
"1985,5100,""Total gross domestic product"",275,""State of Palestine"",1004.703,,571.005,,2384.696,,1355.3,"
"1985,5100,""Total gross domestic product"",280,""Germany, Federal Republic of"",732522.11,,9428.589,,1990288.588,,25617.812,"
"1985,5100,""Total gross domestic product"",288,""Ghana"",8747.801,,684.298,,10406.77,,814.071,"
"1985,5100,""Total gross domestic product"",296,""Kiribati"",29.975,,468.444,,94.106,,1470.652,"
"1985,5100,""Total gross domestic product"",300,""Greece"",47816.312,,4796.869,,148909.988,,14938.454,"
"1985,5100,""Total gross domestic product"",304,""Greenland"",451.172,,8482.748,,1390.39,,26141.533,"
"1985,5100,""Total gross domestic product"",308,""Grenada"",135.79,,1358.537,,360.778,,3609.473,"
"1985,5100,""Total gross domestic product"",3101,""AMU (Arab Maghreb Union)"",113628.596,,1962.022,,211670.994,,3654.918,"
"1985,5100,""Total gross domestic product"",3102,""COMESA (Common Market for Eastern and Southern Africa)"",123072.082,,506.238,,297878.196,,1225.276,"
"1985,5100,""Total gross domestic product"",3103,""ECCAS (Economic Community of Central African States)"",38266.682,,533.053,,99222.439,,1382.164,"
"1985,5100,""Total gross domestic product"",3104,""ECOWAS (Economic Community of West African States)"",243527.404,,1560.027,,173253.102,,1109.853,"
"1985,5100,""Total gross domestic product"",3105,""MRU (Mano River Union)"",12279.76,,575.434,,22097.565,,1035.501,"
"1985,5100,""Total gross domestic product"",3106,""SADC (Southern African Development Community)"",117515.524,,804.975,,261650.021,,1792.289,"
"1985,5100,""Total gross domestic product"",3107,""CEMAC (Economic and Monetary Community of Central Africa)"",18554.914,,886.018,,35383.088,,1689.583,"
"1985,5100,""Total gross domestic product"",3108,""WAEMU (West African Economic and Monetary Union)"",18078.903,,382.469,,32835.963,,694.662,"
"1985,5100,""Total gross domestic product"",3109,""CEPGL (Economic Community of the Great Lakes Countries)"",10508.147,,257.686,,33273.353,,815.945,"
"1985,5100,""Total gross domestic product"",3110,""EAC (East African Community)"",27912.323,,416.801,,37722.22,,563.288,"
"1985,5100,""Total gross domestic product"",3111,""SACU (Southern African Customs Union)"",62907.821,,1692.353,,163389.923,,4395.532,"
"1985,5100,""Total gross domestic product"",3112,""CEN-SAD (Community of Sahel-Saharan States)"",328911.898,,1216.319,,408148.441,,1509.337,"
"1985,5100,""Total gross domestic product"",3113,""IGAD (Intergovernmental Authority on Development)"",31257.048,,293.224,,54626.956,,512.459,"
"1985,5100,""Total gross domestic product"",3114,""United Nations member States"",13463071.247,,2779.5,,29844794.152,,6160.401,"
"1985,5100,""Total gross domestic product"",320,""Guatemala"",9808.538,,1190.348,,21429.592,,2600.66,"
"1985,5100,""Total gross domestic product"",3201,""CAN (Andean Community)"",84798.197,,1305.198,,211363.607,,3253.268,"
"1985,5100,""Total gross domestic product"",3202,""CACM (Central American Common Market)"",30454.282,,1164.676,,72238.956,,2762.665,"
"1985,5100,""Total gross domestic product"",3203,""CARICOM (Caribbean Community)"",20661.887,,1699.69,,43359.053,,3566.806,"
"1985,5100,""Total gross domestic product"",3205,""LAIA (Latin American Integration Association)"",710492.226,,2001.245,,2245950.648,,6326.175,"
"1985,5100,""Total gross domestic product"",3206,""NAFTA (North American Free Trade Agreement)"",4950336.272,,14324.032,,9710075.839,,28096.563,"
"1985,5100,""Total gross domestic product"",3207,""OECS (Organisation of Eastern Caribbean States)"",1165.933,,2160.743,,2822.924,,5231.531,"
"1985,5100,""Total gross domestic product"",3208,""MERCOSUR (Southern Common Market)"",353378.174,,1864.816,,1350405.382,,7126.24,"
"1985,5100,""Total gross domestic product"",3209,""ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty)"",87532.5,,2764.824,,242101.071,,7647.068,"
"1985,5100,""Total gross domestic product"",3210,""UNASUR (Union of South American Nations)"",66020.641,,2679.621,,194503.433,,7894.434,"
"1985,5100,""Total gross domestic product"",3211,""ACS (Association of Caribbean States)"",413171.278,,2319.752,,1028793.469,,5776.166,"
"1985,5100,""Total gross domestic product"",324,""Guinea"",2849.591,,520.881,,2840.991,,519.309,"
"1985,5100,""Total gross domestic product"",328,""Guyana"",736.617,,956.101,,1217.133,,1579.791,"
"1985,5100,""Total gross domestic product"",3301,""ASEAN (Association of Southeast Asian Nations)"",244003.186,,608.87,,509129.813,,1270.45,"
"1985,5100,""Total gross domestic product"",3302,""APTA (Asia-Pacific Trade Agreement)"",669084.888,,332.332,,1367140.163,,679.053,"
"1985,5100,""Total gross domestic product"",3303,""GCC (The Cooperation Council for the Arab States of the Gulf)"",187383.303,,10123.81,,380738.33,,20570.256,"
"1985,5100,""Total gross domestic product"",3304,""SAARC (South Asian Association for Regional Cooperation)"",301334.448,,297.484,,508369.196,,501.874,"
"1985,5100,""Total gross domestic product"",3305,""ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea"",2054030.476,,1253.203,,4167279.984,,2542.536,"
"1985,5100,""Total gross domestic product"",3306,""ECO (Economic Cooperation Organization)"",211049.479,,1052.034,,487943.372,,2432.288,"
"1985,5100,""Total gross domestic product"",3307,""African Union"",551330.431,,1006.434,,822325.457,,1501.125,"
"1985,5100,""Total gross domestic product"",3310,""ADB (African Development Bank), developing member countries"",839007.465,,336.416,,1677515.427,,672.633,"
"1985,5100,""Total gross domestic product"",3311,""ADB: Group A"",15553.11,,195.171,,31802.753,,399.083,"
"1985,5100,""Total gross domestic product"",3312,""ADB: Group B"",293036.004,,301.065,,482456.052,,495.675,"
"1985,5100,""Total gross domestic product"",3313,""ADB: Group C"",530418.351,,368.108,,1163256.622,,807.294,"
"1985,5100,""Total gross domestic product"",332,""Haiti"",2664.853,,420.504,,7033.005,,1109.784,"
"1985,5100,""Total gross domestic product"",3320,""ECA (Economic Commission for Africa)"",551330.431,,1006.434,,822325.457,,1501.125,"
"1985,5100,""Total gross domestic product"",3321,""ECA: North Africa"",144036.697,,1111.363,,311237.43,,2401.455,"
"1985,5100,""Total gross domestic product"",3322,""ECA: Eastern Africa"",41883.881,,329.31,,57412.382,,451.402,"
"1985,5100,""Total gross domestic product"",3323,""ECA: Central Africa"",26157.803,,513.623,,65030.444,,1276.908,"
"1985,5100,""Total gross domestic product"",3324,""ECA: Southern Africa"",95724.646,,1139.812,,215392.1,,2564.715,"
"1985,5100,""Total gross domestic product"",3325,""ECA: West Africa"",243527.404,,1560.027,,173253.102,,1109.853,"
"1985,5100,""Total gross domestic product"",3326,""ECA: Island economies"",4578.845,,384.1,,9892.083,,829.806,"
"1985,5100,""Total gross domestic product"",3327,""ECA: Landlocked countries"",39471.889,,316.814,,50167.889,,402.663,"
"1985,5100,""Total gross domestic product"",3328,""ECA: Landlocked LDCs"",30752.225,,265.764,,42287.366,,365.451,"
"1985,5100,""Total gross domestic product"",3329,""ECA: Least developed countries"",90932.656,,353.759,,158220.201,,615.53,"
"1985,5100,""Total gross domestic product"",3330,""ECLAC (Economic Commission for Latin America and the Caribbean)"",763716.111,,1919.512,,2371840.971,,5961.348,"
"1985,5100,""Total gross domestic product"",3331,""ECLAC: Caribbean"",20304.275,,3320.828,,42022.479,,6872.909,"
"1985,5100,""Total gross domestic product"",3332,""ECLAC: Latin America"",743411.836,,1897.642,,2329818.492,,5947.121,"
"1985,5100,""Total gross domestic product"",3333,""ECA: Mineral-rich countries"",185766.451,,828.743,,345244.952,,1540.209,"
"1985,5100,""Total gross domestic product"",3334,""ECA: Non-oil LDCs"",74197.049,,337.937,,107980.971,,491.809,"
"1985,5100,""Total gross domestic product"",3335,""ECA: Non-oil Producing"",194734.338,,594.343,,396114.536,,1208.97,"
"1985,5100,""Total gross domestic product"",3336,""ECA: Oil LDCs"",26299.803,,354.037,,83240.611,,1120.549,"
"1985,5100,""Total gross domestic product"",3337,""ECA: Oil producing economies"",356596.093,,1619.715,,426210.922,,1935.917,"
"1985,5100,""Total gross domestic product"",3338,""ECA: Sahel"",234902.458,,1731.264,,160603.688,,1183.672,"
"1985,5100,""Total gross domestic product"",3339,""ECA: Small island States"",1830.887,,985.69,,4221.373,,2272.651,"
"1985,5100,""Total gross domestic product"",3340,""ESCAP (Economic and Social Commission for Asia and the Pacific)"",3702737.918,,1203.695,,7072240.506,,2299.062,"
"1985,5100,""Total gross domestic product"",3341,""ESCAP: Africa"",551330.431,,1006.434,,822325.457,,1501.125,"
"1985,5100,""Total gross domestic product"",3342,""ESCAP: Latin America"",763716.111,,1919.512,,2371840.971,,5961.348,"
"1985,5100,""Total gross domestic product"",3343,""ESCAP: Europe"",3509421.539,,7107.107,,9956753.709,,20163.925,"
"1985,5100,""Total gross domestic product"",3344,""ESCAP: East and North-East Asia (ENEA)"",1860390.218,,1471.075,,3770599.795,,2981.544,"
"1985,5100,""Total gross domestic product"",3345,""ESCAP: North and Central Asia"",914117.647,,3307.521,,1293871.286,,4681.57,"
"1985,5100,""Total gross domestic product"",3346,""ESCAP: South and South-West Asia"",470213.099,,423.836,,910459.6,,820.66,"
"1985,5100,""Total gross domestic product"",3347,""ESCAP: Pacific"",214013.768,,8578.334,,588180.012,,23576.076,"
"1985,5100,""Total gross domestic product"",3348,""ESCAP: Pacific island developing economies (PIDE)"",8160.828,,1356.46,,16947.992,,2817.028,"
"1985,5100,""Total gross domestic product"",3349,""ESCAP: Other area"",253127.447,,3821.361,,583464.565,,8725.434,"
"1985,5100,""Total gross domestic product"",3350,""ESCAP: East and North-East Asia, incl. the Russian Federation"",2774507.865,,1800.433,,5064471.081,,3286.436,"
"1985,5100,""Total gross domestic product"",3351,""ESCAP: Least developed countries"",34077.372,,200.753,,71911.557,,423.638,"
"1985,5100,""Total gross domestic product"",3352,""ESCAP: Landlocked developing countries"",8109.352,,232.556,,22497.445,,645.17,"
"1985,5100,""Total gross domestic product"",3353,""ESCAP: Countries with special needs"",43450.336,,244.746,,92190.913,,519.29,"
"1985,5100,""Total gross domestic product"",3354,""ESCAP: Small islands developing States"",26899.574,,3018.577,,64450.571,,7232.419,"
"1985,5100,""Total gross domestic product"",3355,""UNECE (Economic Commission for Europe)"",9269312.285,,8481.018,,20696075.907,,18936.011,"
"1985,5100,""Total gross domestic product"",3356,""ESCAP: High-income economies (World Bank)"",1768733.634,,9285.894,,3680774.237,,19324.152,"
"1985,5100,""Total gross domestic product"",3357,""ESCAP: Upper-middle-income economies (World Bank)"",1568035.371,,931.739,,2730090.956,,1622.241,"
"1985,5100,""Total gross domestic product"",3358,""ESCAP: Lower-middle-income economies (World Bank)"",350532.929,,299.11,,631615.027,,538.957,"
"1985,5100,""Total gross domestic product"",3359,""ESCAP: Low-income economies (World Bank)"",15405.202,,499.918,,29615.656,,961.066,"
"1985,5100,""Total gross domestic product"",3360,""UNECE: Eastern Europe, Caucasus and Central Asia"",914117.647,,3307.521,,1293871.286,,4681.57,"
"1985,5100,""Total gross domestic product"",3361,""UNECE: West Balkans"",75668.248,,2924.716,,153123.431,,5918.5,"
"1985,5100,""Total gross domestic product"",3370,""ESCWA (Economic and Social Commission for Western Asia)"",305266.492,,2070.159,,717341.288,,4828.173,"
"1985,5100,""Total gross domestic product"",3371,""ESCWA: Arab countries"",371161.416,,1856.91,,814925.079,,4048.378,"
"1985,5100,""Total gross domestic product"",3372,""ESCWA: Mashreq"",59265.416,,715.984,,189135.459,,2284.942,"
"1985,5100,""Total gross domestic product"",3373,""ESCWA: Maghreb"",112098.115,,1996.974,,209281.439,,3728.248,"
"1985,5100,""Total gross domestic product"",3374,""ESCWA: Arab LDCs"",12414.582,,244.883,,35769.851,,606.042,"
"1985,5100,""Total gross domestic product"",3380,""CBD (Convention on Biological Diversity)"",13464106.732,,2778.694,,29847323.478,,6158.663,"
"1985,5100,""Total gross domestic product"",3381,""CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora)"",13447673.992,,2790.996,,29817535.33,,6187.305,"
"1985,5100,""Total gross domestic product"",3382,""Nagoya Protocol on Access and Benefit Sharing"",6689635.134,,1838.615,,16644444.04,,4574.647,"
"1985,5100,""Total gross domestic product"",3383,""LMMC (Like-Minded Megadiverse Countries)"",1443816.628,,559.079,,3631303.016,,1406.124,"
"1985,5100,""Total gross domestic product"",3384,""BioTrade countries"",10798129.328,,2648.601,,23906413.035,,5863.844,"
"1985,5100,""Total gross domestic product"",340,""Honduras"",4341.874,,1014.18,,7301.905,,1705.588,"
"1985,5100,""Total gross domestic product"",3401,""EFTA (European Free Trade Association)"",176851.482,,16288.554,,612042.508,,56370.96,"
"1985,5100,""Total gross domestic product"",3402,""EU25 (European Union 2004 … 2007)"",3188917.912,,7504.271,,9029596.44,,21248.757,"
"1985,5100,""Total gross domestic product"",3404,""EU15 (European Union 1995 … 2004)"",3042075.619,,8430.044,,8579539.291,,23775.179,"
"1985,5100,""Total gross domestic product"",3406,""Euro area"",2379905.115,,8159.71,,6663652.787,,22846.908,"
"1985,5100,""Total gross domestic product"",3408,""EU27 (European Union 2007 … 2013)"",3256143.226,,7125.139,,9189339.37,,20108.243,"
"1985,5100,""Total gross domestic product"",3410,""EU28 (European Union 2013 … 2020)"",3256143.226,,7125.139,,9189339.37,,20108.243,"
"1985,5100,""Total gross domestic product"",3412,""European Union (2020 …)"",2766886.945,,6910.617,,7714451.728,,19267.727,"
"1985,5100,""Total gross domestic product"",344,""China, Hong Kong SAR"",35699.772,,6752.339,,83952.586,,15878.99,"
"1985,5100,""Total gross domestic product"",348,""Hungary"",23712.895,,2244.196,,87059.891,,8239.376,"
"1985,5100,""Total gross domestic product"",3501,""MSG (Melanesian Spearhead Group)"",5138.246,,989.348,,9294.72,,1789.66,"
"1985,5100,""Total gross domestic product"",352,""Iceland"",2988.54,,12370.451,,7609.852,,31499.428,"
"1985,5100,""Total gross domestic product"",356,""India"",230042.717,,293.287,,355589.154,,453.349,"
"1985,5100,""Total gross domestic product"",3601,""Northern America and Europe"",9151162.266,,8800.11,,20399822.054,,19617.254,"
"1985,5100,""Total gross domestic product"",3602,""Central and Southern Asia"",377591.324,,356.121,,690734.297,,651.458,"
"1985,5100,""Total gross domestic product"",3603,""Eastern and South-Eastern Asia"",2168010.621,,1286.884,,4382739.148,,2601.498,"
"1985,5100,""Total gross domestic product"",3604,""Western Asia and Northern Africa"",488255.439,,2003.105,,1112037.742,,4539.53,"
"1985,5100,""Total gross domestic product"",364,""Iran (Islamic Republic of)"",76256.876,,1610.589,,182365.101,,3851.656,"
"1985,5100,""Total gross domestic product"",368,""Iraq"",16877.508,,1084.965,,53746.127,,3455.052,"
"1985,5100,""Total gross domestic product"",372,""Ireland"",21273.633,,6059.176,,64197.568,,18284.811,"
"1985,5100,""Total gross domestic product"",376,""Israel"",27407.671,,6792.379,,82155.428,,20360.388,"
"1985,5100,""Total gross domestic product"",380,""Italy"",452197.759,,7942.103,,1337817.359,,23496.542,"
"1985,5100,""Total gross domestic product"",384,""Côte d'Ivoire"",6977.651,,703.52,,14750.898,,1487.255,"
"1985,5100,""Total gross domestic product"",388,""Jamaica"",2604.741,,1115.277,,8896.387,,3809.184,"
"1985,5100,""Total gross domestic product"",3901,""APEC (Asia-Pacific Economic Cooperation)"",8252400.202,,3601.701,,16042094.912,,7001.458,"
"1985,5100,""Total gross domestic product"",3905,""OECD (Organisation for Economic Cooperation and Development)"",10206297.31,,9651.249,,23319182.234,,22051.017,"
"1985,5100,""Total gross domestic product"",3906,""OPEC (Organization of the Petroleum Exporting Countries)"",633670.726,,2886.796,,1081493.899,,4926.932,"
"1985,5100,""Total gross domestic product"",3907,""ACP (African, Caribbean and Pacific Group of States)"",470195.359,,986.139,,655333.092,,1374.428,"
"1985,5100,""Total gross domestic product"",3908,""LAS (League of Arab States)"",371161.416,,1856.91,,814925.079,,4048.378,"
"1985,5100,""Total gross domestic product"",3909,""OIC (Organisation of Islamic Cooperation)"",1006132.718,,1167.293,,1800266.973,,2080.911,"
"1985,5100,""Total gross domestic product"",3910,""OAS (Organization of American States)"",5487108.921,,8224.368,,11509608.222,,17251.208,"
"1985,5100,""Total gross domestic product"",3912,""G7 (Group of Seven)"",8352813.959,,13063.108,,18068118.789,,28257.039,"
"1985,5100,""Total gross domestic product"",3913,""G8 (Group of Eight)"",9266931.606,,10118.996,,19361990.075,,21142.261,"
"1985,5100,""Total gross domestic product"",3916,""G20 (Group of Twenty)"",11983736.081,,3382.056,,26593105.222,,7505.12,"
"1985,5100,""Total gross domestic product"",3919,""G-77 (Group of 77)"",2264084.689,,647.318,,5057878.068,,1444.478,"
"1985,5100,""Total gross domestic product"",392,""Japan"",1398892.549,,11477.294,,2712502.134,,22254.879,"
"1985,5100,""Total gross domestic product"",3921,""GSTP (Global System of Trade Preferences among Developing Countries)"",1859534.688,,868.558,,4218121.56,,1970.216,"
"1985,5100,""Total gross domestic product"",3922,""GSTP: Africa"",403799.811,,1405.666,,484283.204,,1685.837,"
"1985,5100,""Total gross domestic product"",3923,""GSTP: Latin America"",716412.501,,1998.467,,2251035.49,,6279.373,"
"1985,5100,""Total gross domestic product"",3924,""GSTP: Asia"",739322.376,,494.465,,1482802.866,,991.711,"
"1985,5100,""Total gross domestic product"",3932,""TPP (Trans-Pacific Partnership)"",2288038.723,,6463.397,,4880377.046,,13786.398,"
"1985,5100,""Total gross domestic product"",3940,""ACP: Africa"",415447.988,,939.049,,531208.515,,1200.706,"
"1985,5100,""Total gross domestic product"",3941,""ACP: Western Africa"",245057.885,,1552.132,,175642.657,,1112.475,"
"1985,5100,""Total gross domestic product"",3942,""ACP: Eastern Africa"",65575.764,,399.765,,78988.458,,481.531,"
"1985,5100,""Total gross domestic product"",3943,""ACP: Central Africa"",35282.745,,579.45,,95456.545,,1567.687,"
"1985,5100,""Total gross domestic product"",3944,""ACP: Southern Africa"",62907.821,,1692.353,,163389.923,,4395.532,"
"1985,5100,""Total gross domestic product"",3945,""ACP: Caribbean"",49157.475,,1712.349,,113295.152,,3946.518,"
"1985,5100,""Total gross domestic product"",3946,""ACP: Pacific"",5589.896,,983.572,,10829.426,,1905.496,"
"1985,5100,""Total gross domestic product"",3947,""ACP: LDCs"",93790.985,,355.636,,165738.751,,628.448,"
"1985,5100,""Total gross domestic product"",3948,""ACP: LLDCs"",39471.889,,316.814,,50167.889,,402.663,"
"1985,5100,""Total gross domestic product"",3949,""ACP: Islands States"",56937.16,,1269.424,,129255.108,,2881.766,"
"1985,5100,""Total gross domestic product"",3950,""ACP: Northern Africa"",6623.773,,295.296,,17730.931,,790.468,"
"1985,5100,""Total gross domestic product"",400,""Jordan"",5279.103,,1820.346,,11895.03,,4101.657,"
"1985,5100,""Total gross domestic product"",404,""Kenya"",9110.398,,458.337,,20225.756,,1017.542,"
"1985,5100,""Total gross domestic product"",408,""Korea, Dem. People's Rep. of"",12074.736,,639.646,,18299.64,,969.403,"
"1985,5100,""Total gross domestic product"",410,""Korea, Republic of"",101296.177,,2482.481,,242826.839,,5950.996,"
"1985,5100,""Total gross domestic product"",414,""Kuwait"",21446.152,,12358.914,,34950.786,,20141.318,"
"1985,5100,""Total gross domestic product"",418,""Lao People's Dem. Rep."",626.114,,169.776,,2187.763,,593.229,"
"1985,5100,""Total gross domestic product"",422,""Lebanon"",2275.418,,858.003,,23915.989,,9018.123,"
"1985,5100,""Total gross domestic product"",426,""Lesotho"",277.918,,182.106,,622.217,,407.708,"
"1985,5100,""Total gross domestic product"",430,""Liberia"",1076.436,,501.658,,1707.316,,795.671,"
"1985,5100,""Total gross domestic product"",434,""Libya"",29887.038,,7715.211,,86944.263,,22444.29,"
"1985,5100,""Total gross domestic product"",438,""Liechtenstein"",681.3,,24968.84,,2596.666,,95164.788,"
"1985,5100,""Total gross domestic product"",442,""Luxembourg"",4738.424,,12915.39,,16532.844,,45063.109,"
"1985,5100,""Total gross domestic product"",446,""China, Macao SAR"",1348.82,,4757.911,,6997.829,,24684.569,"
"1985,5100,""Total gross domestic product"",450,""Madagascar"",2747.958,,273.062,,5670.71,,563.493,"
"1985,5100,""Total gross domestic product"",454,""Malawi"",2027.757,,278.988,,2304.546,,317.069,"
"1985,5100,""Total gross domestic product"",458,""Malaysia"",31199.638,,2000.115,,54088.071,,3467.423,"
"1985,5100,""Total gross domestic product"",462,""Maldives"",166.013,,875.873,,617.338,,3257.035,"
"1985,5100,""Total gross domestic product"",466,""Mali"",1260.339,,160.924,,1004.766,,128.292,"
"1985,5100,""Total gross domestic product"",470,""Malta"",1156.128,,3338.96,,2928.73,,8458.328,"
"1985,5100,""Total gross domestic product"",478,""Mauritania"",1530.481,,859.805,,2389.556,,1342.422,"
"1985,5100,""Total gross domestic product"",480,""Mauritius"",1151.55,,1133.679,,2741.946,,2699.393,"
"1985,5100,""Total gross domestic product"",484,""Mexico"",224592.62,,2955.808,,566505.657,,7455.642,"
"1985,5100,""Total gross domestic product"",492,""Monaco"",1058.639,,36712.403,,2714.077,,94121.15,"
"1985,5100,""Total gross domestic product"",496,""Mongolia"",1239.599,,644.99,,3199.57,,1664.805,"
"1985,5100,""Total gross domestic product"",500,""Montserrat"",43.602,,4042.111,,106.5,,9872.983,"
"1985,5100,""Total gross domestic product"",504,""Morocco"",15111.218,,671.636,,30612.356,,1360.603,"
"1985,5100,""Total gross domestic product"",508,""Mozambique"",9020.656,,706.705,,2389.43,,187.195,"
"1985,5100,""Total gross domestic product"",5100,""Africa"",551330.431,,1006.434,,822325.457,,1501.125,"
"1985,5100,""Total gross domestic product"",5110,""Northern Africa"",142506.216,,1114.866,,308847.874,,2416.203,"
"1985,5100,""Total gross domestic product"",512,""Oman"",10280.627,,6861.01,,22599.387,,15082.215,"
"1985,5100,""Total gross domestic product"",5120,""Sub-Saharan Africa"",408824.215,,973.432,,513477.584,,1222.617,"
"1985,5100,""Total gross domestic product"",5121,""Eastern Africa"",65575.764,,399.765,,78988.458,,481.531,"
"1985,5100,""Total gross domestic product"",5122,""Middle Africa"",35282.745,,579.45,,95456.545,,1567.687,"
"1985,5100,""Total gross domestic product"",5123,""Southern Africa"",62907.821,,1692.353,,163389.923,,4395.532,"
"1985,5100,""Total gross domestic product"",5124,""Western Africa"",245057.885,,1552.132,,175642.657,,1112.475,"
"1985,5100,""Total gross domestic product"",516,""Namibia"",1605.93,,1340.342,,3424.604,,2858.245,"
"1985,5100,""Total gross domestic product"",520,""Nauru"",33.043,,3886.973,,161.594,,19008.805,"
"1985,5100,""Total gross domestic product"",5200,""America"",5491339.191,,8225.546,,11521038.031,,17257.507,"
"1985,5100,""Total gross domestic product"",5210,""Northern America"",4727623.08,,17527.511,,9149197.059,,33920.355,"
"1985,5100,""Total gross domestic product"",5220,""Latin America and the Caribbean"",763716.111,,1919.512,,2371840.971,,5961.348,"
"1985,5100,""Total gross domestic product"",5221,""Caribbean"",49343.606,,1780.738,,114920.363,,4147.306,"
"1985,5100,""Total gross domestic product"",5222,""Central America"",255278.56,,2495.472,,639169.367,,6248.192,"
"1985,5100,""Total gross domestic product"",5223,""South America"",459093.946,,1713.91,,1617751.241,,6039.46,"
"1985,5100,""Total gross domestic product"",524,""Nepal"",2740.97,,162.589,,5583.782,,331.218,"
"1985,5100,""Total gross domestic product"",528,""Netherlands"",143847.196,,9910.963,,394306.997,,27167.455,"
"1985,5100,""Total gross domestic product"",530,""Netherlands Antilles"",1189.89,,6554.928,,3089.21,,17018.004,"
"1985,5100,""Total gross domestic product"",5300,""Asia"",2891351.167,,1010.237,,5876663.313,,2051.18,"
"1985,5100,""Total gross domestic product"",5320,""Southern Asia"",377591.324,,356.121,,690734.297,,651.458,"
"1985,5100,""Total gross domestic product"",533,""Aruba"",430.696,,6833.848,,959.503,,15224.414,"
"1985,5100,""Total gross domestic product"",5330,""Eastern Asia"",1924007.435,,1498.506,,3873609.335,,3016.947,"
"1985,5100,""Total gross domestic product"",5340,""Western Asia"",345749.223,,2992.401,,803189.868,,6904.434,"
"1985,5100,""Total gross domestic product"",5350,""South-eastern Asia"",244003.186,,608.87,,509129.813,,1270.45,"
"1985,5100,""Total gross domestic product"",540,""New Caledonia"",854.821,,5480.148,,2796.253,,17926.424,"
"1985,5100,""Total gross domestic product"",5400,""Europe"",4423539.186,,5743.618,,11250624.995,,14608.053,"
"1985,5100,""Total gross domestic product"",5410,""Eastern Europe"",1124317.676,,3025.448,,1893760.326,,5095.956,"
"1985,5100,""Total gross domestic product"",5420,""Northern Europe"",811592.14,,9789.963,,2323207.489,,28024.071,"
"1985,5100,""Total gross domestic product"",5430,""Southern Europe"",788219.515,,5535.437,,2353879.243,,16530.61,"
"1985,5100,""Total gross domestic product"",5440,""Western Europe"",1699409.854,,9808.997,,4679777.936,,27011.687,"
"1985,5100,""Total gross domestic product"",548,""Vanuatu"",132.568,,1019.838,,335.996,,2584.807,"
"1985,5100,""Total gross domestic product"",5500,""Oceania"",214013.768,,8578.334,,588180.012,,23576.076,"
"1985,5100,""Total gross domestic product"",554,""New Zealand"",24107.771,,7376.391,,85035.274,,26018.723,"
"1985,5100,""Total gross domestic product"",558,""Nicaragua"",3605.412,,965.474,,6210.556,,1663.092,"
"1985,5100,""Total gross domestic product"",5600,""Asia and Oceania"",3105364.935,,1075.689,,6464843.325,,2237.337,"
"1985,5100,""Total gross domestic product"",562,""Niger"",2039.986,,294.966,,3493.922,,505.194,"
"1985,5100,""Total gross domestic product"",566,""Nigeria"",210154.456,,2514.929,,121695.889,,1456.341,"
"1985,5100,""Total gross domestic product"",579,""Norway"",65416.626,,15751.235,,193994.006,,46710.528,"
"1985,5100,""Total gross domestic product"",583,""Micronesia (Federated States of)"",108.1,,1262.246,,205.711,,2402.017,"
"1985,5100,""Total gross domestic product"",584,""Marshall Islands"",44.29,,1155.452,,84.598,,2207.048,"
"1985,5100,""Total gross domestic product"",585,""Palau"",41.173,,3042.172,,148.895,,11001.518,"
"1985,5100,""Total gross domestic product"",586,""Pakistan"",38840.362,,421.301,,74536.952,,808.501,"
"1985,5100,""Total gross domestic product"",591,""Panama"",5817.498,,2621.439,,12114.482,,5458.941,"
"1985,5100,""Total gross domestic product"",598,""Papua New Guinea"",3703.106,,907.397,,6781.594,,1661.739,"
"1985,5100,""Total gross domestic product"",600,""Paraguay"",5199.513,,1414.369,,12398.37,,3372.599,"
"1985,5100,""Total gross domestic product"",604,""Peru"",14529.461,,734.818,,65778.791,,3326.719,"
"1985,5100,""Total gross domestic product"",608,""Philippines"",34052.132,,627.39,,82535.902,,1520.675,"
"1985,5100,""Total gross domestic product"",616,""Poland"",73333.306,,1974.837,,199321.14,,5367.639,"
"1985,5100,""Total gross domestic product"",620,""Portugal"",27115.009,,2730.842,,110366.637,,11115.387,"
"1985,5100,""Total gross domestic product"",624,""Guinea-Bissau"",415.3,,476.173,,481.264,,551.805,"
"1985,5100,""Total gross domestic product"",630,""Puerto Rico"",20574.17,,6304.958,,53128.622,,16281.276,"
